TCGA-2H-A9GK-01A	TCGA-LN-A4A4-01A	TCGA-L5-A4OI-01A	TCGA-L5-A4OM-01A	TCGA-L5-A4OG-01A	TCGA-L5-A88Y-01A	TCGA-L5-A4OR-11A	TCGA-R6-A6XQ-01B	TCGA-ZR-A9CJ-01B	TCGA-L5-A8NW-01A	TCGA-S8-A6BV-01A	TCGA-2H-A9GM-01A	TCGA-LN-A4A5-01A	TCGA-LN-A7HY-01A	TCGA-2H-A9GL-01A	TCGA-IG-A3YA-01A	TCGA-JY-A6FB-01A	TCGA-JY-A938-01A	TCGA-LN-A49Y-01A	TCGA-LN-A5U6-01A	TCGA-L5-A88S-01A	TCGA-JY-A6FD-01A	TCGA-LN-A4A1-01A	TCGA-JY-A6FA-01A	TCGA-JY-A93C-01A	TCGA-LN-A49O-01A	TCGA-L7-A6VZ-01A	TCGA-L5-A88Z-01A	TCGA-R6-A6DN-01B	TCGA-JY-A6FH-01A	TCGA-L5-A8NU-01A	TCGA-L5-A4OG-11A	TCGA-2H-A9GG-01A	TCGA-IG-A625-01A	TCGA-LN-A49U-01A	TCGA-V5-A7RE-01A	TCGA-Q9-A6FW-01A	TCGA-2H-A9GR-01A	TCGA-VR-A8ER-01A	TCGA-IG-A97H-01A	TCGA-IG-A3I8-01A	TCGA-L5-A8NL-01A	TCGA-LN-A7HZ-01A	TCGA-VR-A8ET-01A	TCGA-L5-A88T-01A	TCGA-L5-A43E-01A	TCGA-IG-A4QS-01A	TCGA-IG-A5B8-01A	TCGA-VR-A8EW-01A	TCGA-L5-A8NQ-01A	TCGA-IC-A6RE-01A	TCGA-VR-A8EP-01A	TCGA-IG-A97I-01A	TCGA-JY-A93D-01A	TCGA-R6-A8WC-01A	TCGA-L5-A8NJ-01A	TCGA-L5-A8NE-01A	TCGA-R6-A8W5-01B	TCGA-L5-A8NS-01A	TCGA-R6-A6L4-01A	TCGA-R6-A6Y0-01B	TCGA-L5-A4OQ-11A	TCGA-LN-A49X-01A	TCGA-LN-A9FP-01A	TCGA-VR-A8EX-01A	TCGA-L5-A4ON-01A	TCGA-VR-A8EO-01A	TCGA-LN-A49M-01A	TCGA-LN-A8I0-01A	TCGA-V5-AASX-01A	TCGA-LN-A49S-01A	TCGA-Z6-A8JD-01A	TCGA-L5-A88V-01A	TCGA-IG-A7DP-01A	TCGA-KH-A6WC-01A	TCGA-JY-A93E-01A	TCGA-V5-A7RC-06A	TCGA-VR-A8EY-01A	TCGA-2H-A9GJ-01A	TCGA-LN-A7HX-01A	TCGA-VR-AA4D-01A	TCGA-L5-A893-01A	TCGA-IC-A6RF-11A	TCGA-2H-A9GI-01A	TCGA-Z6-AAPN-01A	TCGA-LN-A8I1-01A	TCGA-LN-A49W-01A	TCGA-V5-AASW-01A	TCGA-IG-A8O2-01A	TCGA-V5-A7RC-01B	TCGA-VR-A8Q7-01A	TCGA-JY-A939-01A	TCGA-L5-A4OJ-11A	TCGA-L5-A4OX-01A	TCGA-L5-A4OU-01A	TCGA-IC-A6RE-11A	TCGA-R6-A8WG-01A	TCGA-L5-A8NV-01A	TCGA-L5-A8NF-01A	TCGA-Z6-A9VB-01A	TCGA-L5-A4OP-01A	TCGA-L5-A8NH-01A	TCGA-LN-A7HW-01A	TCGA-L7-A56G-01A	TCGA-LN-A7HV-01A	TCGA-V5-A7RE-11A	TCGA-IG-A5S3-01A	TCGA-L5-A4OT-01A	TCGA-L5-A4OH-01A	TCGA-L5-A8NR-01A	TCGA-JY-A6FE-01A	TCGA-IG-A4P3-01A	TCGA-IG-A3QL-01A	TCGA-Z6-A8JE-01A	TCGA-RE-A7BO-01A	TCGA-V5-AASX-11A	TCGA-XP-A8T6-01A	TCGA-IG-A3YB-01A	TCGA-VR-A8EQ-01A	TCGA-LN-A9FQ-01A	TCGA-IG-A50L-01A	TCGA-LN-A4A3-01A	TCGA-IC-A6RF-01A	TCGA-2H-A9GO-01A	TCGA-L5-A4OS-01A	TCGA-LN-A9FR-01A	TCGA-L5-A8NG-01A	TCGA-LN-A9FO-01A	TCGA-L5-A8NM-01A	TCGA-L5-A88W-01A	TCGA-L5-A8NT-01A	TCGA-L5-A891-01A	TCGA-VR-A8EU-01A	TCGA-JY-A93F-01A	TCGA-L5-A8NI-01A	TCGA-R6-A6KZ-01A	TCGA-R6-A8W8-01B	TCGA-R6-A6XG-01B	TCGA-LN-A49P-01A	TCGA-LN-A8HZ-01A	TCGA-LN-A4A9-01A	TCGA-VR-A8EZ-01A	TCGA-LN-A4A8-01A	TCGA-2H-A9GF-01A	TCGA-L5-A4OF-11A	TCGA-L5-A4OJ-01A	TCGA-L5-A4OO-11A	TCGA-L5-A43C-01A	TCGA-XP-A8T8-01A	TCGA-2H-A9GN-01A	TCGA-LN-A5U5-01A	TCGA-R6-A6DQ-01B	TCGA-2H-A9GH-01A	TCGA-JY-A6FG-01A	TCGA-LN-A5U7-01A	TCGA-IG-A51D-01A	TCGA-IG-A3YC-01A	TCGA-LN-A4MQ-01A	TCGA-L5-A43J-01A	TCGA-L5-A4OE-01A	TCGA-S8-A6BW-01A	TCGA-V5-A7RB-01A	TCGA-L5-A43C-11A	TCGA-M9-A5M8-01A	TCGA-VR-AA4G-01A	TCGA-L5-A8NK-01A	TCGA-V5-AASV-01A	TCGA-L5-A8NN-01A	TCGA-IG-A6QS-01A	TCGA-L5-A4OO-01A	TCGA-VR-AA7I-01A	TCGA-L5-A4OW-01A	TCGA-2H-A9GQ-01A
TNFRSF18	2.75250913	3.900890292	0.926273701	3.813565	1.627554	1.681759	0.7527386	0.17150855	3.294077	1.246479	2.093111	1.208769267	3.787749609	2.465781138	1.116778309	3.670934072	0.4952217	2.080635323	5.529330057	3.82838	0.566062051	4.807016	4.163927	4.756257	1.017089805	1.751506	0.9098093	0.996457997	2.89198	0.687104	2.870957	0.928837719	1.417604514	2.751435	4.249716	0.8273003	1.435012	1.836966571	0.9550739	2.681222587	4.101475	0.94132267	4.34808	1.467314671	1.309305824	0.914148789	0.918863265	2.991086365	3.415307	2.023562127	1.757181282	2.473851676	5.29613482	1.667308	0.6978283	0.238918946	1.462133	1.66227	1.293569878	1.496873	1.635774	0.1547592	3.659377	1.897841	2.701673861	0.8220744	4.245813456	4.01376	5.637849784	1.631937	2.224869	2.478381685	0.3911573	3.138057051	1.051007	1.654914	1.492187	5.169831	0.4137736	2.37098	0.734328678	1.674061015	0.663958864	1.180886416	4.36084	2.977984001	2.792949117	0.8605514	5.541266	3.482153	3.696866771	1.232609673	0.418644612	0.964317568	1.857482458	1.001606388	2.031027	1.48117203	0.612892301	4.649791143	4.466087	1.185132585	4.936123	3.042917	2.254616	1.395911614	1.359309006	1.049641403	0.892861296	1.273005855	1.175028463	2.950519695	3.956026	1.611223162	1.805667	0.2525518	3.666152218	2.282031	2.570412	2.215834	3.877407818	1.630604305	1.006617	1.391740221	2.054193	3.825372	1.493961642	2.171454826	3.689938	0.5531761	1.212061142	3.725394	1.077748	1.305971192	1.37832	2.043608374	1.308969	0.3019905	3.411866	4.4737	2.667115763	1.649817609	2.156683568	1.370241	0.3099699	0.8910194	0.281225885	2.559822	3.89723348	0.780754545	3.174088	1.21414998	0.686550451	1.355564	2.977917456	2.265081	2.823943241	3.08421648	2.660993	1.445422	2.647683	1.135592	0.6854904	0.755238254	2.824367811	1.941849852	2.586088095	1.338452189	3.845983206	1.901132654	4.332283813	1.343558382	1.424217959
VANGL2	0.384952564	3.872005521	0.977870932	4.868835	1.613956	1.665006	1.8241	3.250595955	0.9346611	3.091627	2.499607	2.255704608	3.872910029	3.449851343	1.905768482	3.628829888	0.4256999	0.964914685	3.750645342	4.437088	1.713900803	3.127945	2.705794	4.203398	3.305936379	0.9432883	0.2157876	5.092068437	2.22548	3.208344	1.96263	2.529047578	3.284402574	5.233159	4.421738	2.839686	2.413934	0.594094771	4.391509	4.259709046	3.695437	1.468054626	4.083325	2.989512541	2.373024185	0.257650193	0.986359076	4.008831318	4.693954	2.766286179	0.819594588	4.565038058	4.288224412	2.449953	2.303522	1.804013944	0.8083344	2.126046	2.982900861	2.666134	2.820842	1.627544	3.649872	3.335702	3.904518963	1.344003	5.51947399	4.726431	4.2534451	1.359856	4.377774	3.625245165	1.729015	1.151952988	3.203166	1.000766	5.152434	3.919622	1.605496	3.6168	2.785381757	2.896348221	3.426647633	0.113613325	4.044788	4.446040508	4.332917412	2.435315	4.260889	5.235797	3.052267986	1.99478871	2.810123937	1.462417348	0.588855168	2.916892059	4.081129	1.688335849	2.132493805	4.798890138	1.663934	0.445541566	5.609044	3.72109	3.650094	1.246824782	4.586700003	1.486208745	0.364372421	0.645454166	3.158378396	4.639954466	4.320243	2.465786115	0.1714304	0.6140533	4.829789075	0.4949249	0.2003259	5.182484	3.565113875	4.143036991	3.549813	2.612164946	3.028353	4.395211	1.18207628	4.46278851	0.3424311	0.8409915	1.532130705	0.6613799	2.806688	1.539847379	2.020693	3.204271932	1.556482	1.584913	3.618605	4.850081	4.028610221	2.809689626	4.775782771	0.4281852	2.3166	0.2053909	1.610127882	1.358673	3.734018228	0.790935147	2.800047	0.521153546	0.711238003	3.352276	4.824521366	3.997576	3.94204064	5.552792945	4.302816	1.047856	5.229573	1.076495	1.994555	0.895801536	4.118309621	3.395758607	4.528984628	3.392053809	1.419121655	3.391421753	4.231038946	0.749532533	2.721708338
GSTM3	3.66795477	2.697517091	1.745982778	2.122107	1.576288	3.465402	2.944227	3.544464505	2.369534	1.557623	3.571266	0.875718674	2.690463061	3.410363004	2.125098821	2.61892945	5.411679	2.487056696	2.166887531	5.42868	2.699168808	1.185032	0.7452303	8.028526	2.440078627	2.193807	3.87052	0.343770122	2.646131	2.448893	3.343726	3.948446338	2.546617242	8.225128	6.18728	4.562514	2.701003	2.695071736	5.510768	2.954205464	1.846251	1.580496788	7.373346	0.365311764	3.367973518	4.028749646	3.668375137	1.096482566	5.959394	2.572180373	3.184749247	2.196781087	2.670868705	3.581502	2.747451	2.576436101	2.972363	2.984036	3.63220513	2.746775	2.379783	4.358401	1.735992	3.784869	4.07652214	4.184258	2.091947163	2.463761	5.428951579	1.518426	3.794041	1.793523036	3.971811	3.072956279	1.785288	4.382092	4.75167	5.330082	1.571209	5.685648	2.232248976	2.723330052	5.193367501	2.729161853	2.307098	4.841376738	2.109557378	1.907933	8.085445	6.067412	1.017249901	3.406817819	3.42182954	3.332532831	0.647693415	3.465427817	3.114612	1.301815292	3.225508216	4.957246343	3.346388	0.371751197	5.980111	1.932759	2.315451	3.797552956	2.508600931	3.373007934	2.403316299	2.744833135	3.539288297	2.419716016	5.362089	1.690191287	3.666621	0.3245165	7.539161144	1.167231	0.6100413	6.029031	2.271106042	0.908356406	0.6211658	2.922601514	3.747973	4.946525	3.254619138	2.055854217	0.4014871	0.8495649	2.05475566	4.347077	4.238877	0.092566443	2.61872	3.58885032	0.2931435	4.071596	5.399229	6.645538	1.261848819	6.646890625	1.373612987	2.494319	3.606127	1.026553	3.481022434	2.090795	3.505499761	2.794598671	5.3113	3.753373886	2.350256967	0.1421766	6.087251431	1.75335	1.662760825	6.470768249	1.990493	0.2399388	4.579985	0.4165398	3.948543	1.24294354	1.17493304	1.297386381	0.871013259	3.38999906	0.806411801	3.00864634	0.893920701	0.598183127	1.030064403
SESN3	1.575636405	4.302643008	0.537536609	3.632835	1.873693	2.632934	1.894302	2.436077359	1.585765	3.90291	2.041743	2.320912273	2.627558961	2.03138782	2.640146513	4.957085233	0.8065927	2.084185079	4.581268939	3.423981	3.125478193	4.225505	3.931565	4.079465	2.683532971	3.006076	2.387451	3.600563793	0.4502344	0.6068878	2.886995	2.224966507	1.656670103	4.881303	4.687871	0.6057545	2.825524	1.749559945	3.322726	3.568709964	3.902436	3.046587427	3.936278	4.354194849	2.43609678	0.927100146	2.483594419	2.061423121	4.695144	2.557459262	2.805868868	4.187603585	4.043413157	4.319636	2.219624	2.109212126	0.9356482	1.690338	2.446451492	2.637632	1.703943	3.500505	3.422782	3.661057	4.309108317	2.783028	2.204449255	3.648884	4.93898612	1.323692	3.752683	4.259819588	1.000986	3.345882943	3.263013	2.904643	3.8263	4.684183	1.801959	5.095419	0.939409977	2.627757914	5.090172367	1.075171493	2.341179	2.586903372	4.094838674	2.051718	3.453211	4.496314	0.523500514	2.517545586	2.085093784	2.116157223	2.870281998	2.706310683	2.471247	2.241924382	0.993635633	4.23637568	1.175691	1.503942175	6.488768	4.187732	5.76525	2.068677872	3.993111653	2.696373123	1.540361921	1.568073007	0.652340122	4.68804516	3.96067	3.275063954	1.518303	1.009093	2.781091876	3.427517	0.4303607	4.136259	4.637384359	2.495469984	5.739564	1.135714818	1.669214	5.093211	2.718330784	3.337788792	0.8751695	2.76542	2.980177142	0.5038888	1.74157	3.129730375	3.149739	2.64723203	1.947032	0.6328237	3.432841	5.353072	5.424573095	3.438424406	3.419902113	3.071186	2.719864	0.4834795	2.119015272	1.865114	3.768159646	3.427647962	2.904844	2.411932797	1.324735957	4.507527	3.598393463	3.025627	4.001639657	6.375154282	5.909625	1.641234	5.248405	3.19609	1.268785	2.969959518	4.362067393	3.836690524	5.243129895	1.945892688	2.040285196	2.56452256	4.932847336	1.916234287	0.987156679
OLFM2	2.013340255	4.262582849	0.597292034	3.827828	3.95555	1.726385	0.7420445	1.554322503	2.949937	2.379908	2.471761	1.583156983	4.312531279	4.000563893	1.676791186	2.484058607	0.6169563	2.065152633	2.672192328	4.808152	2.544078474	2.421721	3.929207	1.704961	1.378968207	3.885188	0.4129039	2.549485547	3.208586	2.590791	3.046306	1.282268217	2.007697378	2.533135	4.617806	0.5003892	1.768117	1.639075277	3.099122	4.251564255	6.459777	2.327913896	2.99761	3.186351322	1.926343446	2.744753596	2.436720163	4.00982724	1.895412	2.2536441	0.947794407	2.379551412	3.69527734	2.040832	0.9697073	0.428085799	1.621272	1.600114	2.50106332	1.522265	1.912179	1.557308	2.759355	2.188766	1.878207386	1.020862	4.435904689	5.5406	2.820963045	1.910775	1.311437	4.664265177	1.178807	2.762251116	2.169001	2.102402	3.690345	2.882522	0.7279244	1.948909	0.572011346	1.401644672	1.713296483	0.67665497	2.603112	3.726973022	2.707215892	0.9138822	1.434162	4.328576	1.793139288	0.973027953	1.227966553	1.749826329	1.128085629	1.900405972	0.9589491	1.426548705	0.529383459	2.768021048	0.9446691	0.776545758	5.019193	2.718955	4.061292	0.851228255	2.134546115	1.609891694	1.038747283	0.859431712	1.323687868	3.470557486	5.559978	2.925298405	1.176293	0.5938021	0.940829724	3.282465	1.112091	3.83914	4.362551894	4.464415721	3.890505	2.054764841	2.307057	4.822834	3.233859363	2.607265082	1.891941	1.8305	1.919309428	1.100651	3.607776	1.725232315	2.646085	3.942825539	0.9665504	0.3841904	2.562169	4.167053	5.628380691	2.526047903	2.75567409	0.5458462	0.7354679	0.465149	1.620320948	2.943807	2.410394752	1.27350164	1.194102	1.835021492	1.01042655	1.36952	3.427647986	3.227061	4.698694292	2.657463441	3.195383	1.759913	4.290577	2.263279	0.6609958	1.653288843	4.094478684	2.214950039	7.074567553	2.224591639	5.664557583	2.179995291	4.678720058	2.172784231	5.263722662
PTPRS	1.497633848	4.516901466	1.830752058	5.30942	1.94883	2.637873	3.259949	1.153093127	1.822108	2.156384	1.527947	1.540550793	4.488575113	4.122687307	1.711310735	4.709791752	0.8493306	2.398510765	3.638737796	4.328143	3.924863554	3.064896	3.899049	4.519106	1.480952281	2.640995	0.516114	4.5081053	0.9302315	3.777037	2.952125	3.782436864	2.998560383	4.714907	4.151506	0.4336188	2.248512	1.508831501	4.394359	2.567425647	4.260463	2.715838585	4.42067	1.73747743	3.666501763	0.498805077	1.412528033	1.35530357	4.666191	3.364909173	2.789793073	4.470000769	3.707997099	3.134409	2.41265	2.387832884	3.501344	1.589303	3.192080358	2.39008	3.243884	4.77336	4.435367	4.332052	4.11717635	2.184176	4.864160061	2.443251	3.813912498	4.187038	3.706003	3.763359158	1.387527	2.938289082	3.097769	2.187208	4.916033	4.256669	0.7504476	4.968356	1.225431802	2.232076617	4.027939549	0.740606567	2.796079	4.743071437	3.1144587	0.6846919	4.080008	4.971807	3.416625487	2.832577881	3.763455159	0.699991376	1.661558064	3.118266458	3.221197	2.192048081	1.566926063	4.882296096	1.52401	0.824623829	5.520733	4.202241	4.5138	1.936908254	4.319824023	3.457803469	1.292673032	2.370638004	4.246742249	4.776767919	5.122127	3.876922715	0.6897529	5.235213	4.213667285	6.013974	0.5173854	5.925594	4.189330282	3.33954106	3.927382	1.487874	1.488527	4.857392	1.731556953	3.677936584	2.82659	2.187054	2.843640218	1.419568	1.14094	2.097243317	4.000392	2.906002107	1.10654	0.2807749	3.813249	5.041122	2.602907736	3.119543854	4.775191816	2.408731	3.724415	0.5037588	4.134286893	2.208111	4.821011275	1.589506023	2.268756	1.416004143	1.055244968	1.764895	3.54010765	3.580406	3.465846934	5.112998822	5.088897	1.463512	4.635046	1.995903	3.402399	1.288720959	3.874798661	3.978275221	3.816563049	1.438408993	1.45849852	3.934412912	3.104629247	1.164142591	3.608690265
AHNAK2	2.951533946	6.367258689	4.776337732	4.765697	4.706809	3.164025	0.4228605	2.727255937	3.647446	5.251121	3.261007	2.156532172	4.574864901	2.681913137	0.613323889	3.698799166	2.291311	3.48577998	3.521444777	5.674455	4.538413977	6.00999	5.514455	3.460155	0.825315809	6.613793	1.126922	5.013330236	3.709182	3.440936	1.965788	1.732031765	1.07925442	4.127704	4.669741	2.670204	4.102298	2.256776762	4.326564	4.658068618	2.856264	2.315956883	1.457044	4.788574311	5.322388863	0.504774335	2.159648096	4.00876614	3.965131	5.08265786	1.818440935	4.023374146	5.786680856	2.661355	0.7866813	3.899428425	0.8991545	3.491761	3.55990185	4.219554	4.441434	5.757046	5.914434	4.612811	4.745810401	1.289853	0.237169843	4.941198	3.907084603	2.260791	3.750666	5.432868433	3.01211	2.001974751	5.378683	2.313346	2.823726	4.638751	3.186635	5.779422	1.030722314	3.776447648	5.885641688	1.498946825	3.915665	3.081312096	3.452338466	1.541897	3.172132	3.830442	2.478038497	0.584397429	1.223642978	2.011102015	2.631067577	5.281439009	0.2242376	2.112935301	0.725181411	3.586658711	3.432901	1.28278767	4.478187	4.229499	3.494595	0.861774252	2.188835609	1.359175929	1.739705923	4.256187342	2.10484265	3.529656786	1.730371	3.941301505	2.007699	0.9947225	4.727109715	4.840223	0.5212439	4.604855	5.435604865	4.739701434	5.326538	0.473196039	0.6500221	5.609449	2.902404932	1.674768235	3.6062	4.861001	3.307437662	0.8495884	5.025629	5.323340832	2.255787	1.393432627	2.062699	0.4828633	4.305706	5.293526	6.02207389	1.266058478	3.362865526	3.681703	1.461939	3.423951	4.141437472	1.326796	5.121440261	0.861572434	2.221239	0.66919095	1.4785697	5.921696	6.597733466	4.428724	3.84379587	4.637719567	4.508415	4.451794	4.27083	2.802357	0.5492063	3.538196478	4.186143318	4.695597072	4.147805198	0.118952608	5.122413877	2.786697644	4.252523451	2.095308321	2.607567449
ADH7	0.015545779	6.109481677	0	2.685478	1.414952	2.432574	3.636454	2.673739374	0.01084706	5.522744	1.534634	1.764641421	0.459353755	1.726469998	0	6.278699242	0.01152892	0.524520503	1.178533682	4.975045	0.687475449	2.046336	1.362021	5.939111	0.210806602	0.07362506	0.5928312	7.51473261	0.0243256	0.7897541	0.2536312	3.93883579	0.28696411	7.006447	5.456277	0.05006384	4.01323	0	6.803519	4.376589962	3.13428	0.010601772	6.589716	3.404587978	5.850776214	0	1.751489743	0	6.525764	4.865958958	0.030261513	4.574251443	4.563762489	0.006305535	0.02838499	0.648079183	0.005206329	0.07801374	0	4.947422	5.322578	0.00897339	0.247259	4.2609	5.168856278	0.08616839	0.050047456	1.146132	6.520392183	0	6.245436	0.587045939	2.110058	0	6.52567	0.03115103	6.703549	4.613405	0.02206581	4.756104	1.006774009	3.338219209	6.753196513	0	0.1189194	5.063689725	0.018221844	0	6.89786	6.744257	0.050994571	1.216269989	1.939236909	0.368880817	0.00788617	6.16097831	0.007095245	1.483357816	0.012646878	7.170573758	0	0.100565697	6.444166	5.110013	1.874633	0.100891137	3.253942137	0.018112494	0.042389982	0.055613999	0.792250767	6.214385465	7.286477	3.021834788	0.08354185	0	5.865570811	2.867177	0.5042926	6.81628	6.843994543	3.030379589	1.04642	0.005453858	0.4314204	4.675827	0.041163225	1.211792531	0.0184988	0.4477551	0.115639217	0.7244739	3.23145	0.157152787	0.005261274	0.03491005	1.276792	0	7.061344	6.02375	3.335457579	6.403070635	1.677833841	0	2.104874	0	1.38252183	0	6.609297232	0	5.881342	0.22119457	0.325881423	0.1021232	6.934562081	1.738547	4.974487997	6.691528569	0.02088023	3.364203	5.082262	3.536277	2.115781	1.08615333	2.001137966	5.970478419	3.367127047	0.013078642	0.376491211	0.016952245	2.317953572	0.127767415	0
VSNL1	0.031340856	4.756289511	2.57595067	4.074126	1.938199	1.960703	0.5799148	2.821416158	0.5419111	3.938097	0.9917597	1.574857807	2.729447406	2.232042909	1.129977358	3.846031683	2.032171	3.648524606	4.377002933	3.223525	2.538173174	4.028512	4.486211	3.385134	2.062108454	5.245814	0.05705974	4.167559944	0.3591294	3.771806	0.4510132	0.360343585	0.640259146	3.896384	4.614796	3.83773	2.459458	1.784865939	4.559167	5.01647347	4.132549	0.170684024	3.704967	5.272623163	3.683088853	0.407313346	1.841604894	5.117023173	4.038926	3.671065254	2.081105126	4.182681594	4.558314392	0.04042084	2.912339	1.250632192	1.18784	1.904194	0.483471198	3.401418	3.571442	0.429268	4.149212	3.812594	4.657803952	0.7665312	2.665435946	5.674194	4.517639226	2.138684	5.036435	3.623824829	1.115918	1.747036194	4.109848	0.1548043	2.063413	5.218643	0.1818595	4.026409	1.40070835	2.282607998	4.41546825	0.717549196	4.498094	3.697079597	0.997315496	3.407596	3.431376	3.954802	1.115661208	1.376962591	0.963638518	3.782406589	1.140422123	3.507349056	0.7343154	0.955080451	0.035606408	5.352445092	0.7951575	1.234434694	4.092351	4.216681	5.165359	0.930693889	3.258932662	0.18036896	0.880387444	2.219615461	2.426172883	5.305237974	3.971606	5.419384087	2.010007	0.2095103	4.06469506	3.370795	0.1616742	4.979006	4.433211448	5.187963575	5.153466	0.052211487	0.7286766	3.408388	3.689578649	1.771960044	3.903951	3.98224	3.245392869	5.045767	4.456876	4.757767744	1.302414	3.07514028	1.596987	0.4455597	4.4477	3.943155	4.318133451	4.553506992	2.069639985	0.2540589	0.2347337	0.009150441	0.411787888	3.690777	5.562574856	3.308169868	2.44052	0.244095967	0.322739575	3.988745	3.46475531	3.776031	4.328816405	3.469630247	4.177123	3.205855	4.888478	2.308974	0.4282634	1.124860724	4.989902986	4.440364203	5.168903906	0.021150349	4.300563618	1.080619568	4.625816856	3.584076345	0.206320112
HSPB1	7.910644217	10.071556388	6.350931112	10.09488	8.47784	9.135428	5.743782	9.657623189	9.267794	9.994235	9.593365	7.387601432	8.987675941	9.855418428	7.528002638	9.185610027	8.332169	7.349869438	11.803113411	10.30048	10.82370895	10.43478	11.30191	10.78377	7.950774002	9.66298	8.229131	11.34053815	7.114579	7.335743	8.516296	6.148449395	6.921779987	9.551305	9.765396	8.058833	10.02205	6.793006781	10.58841	10.838069364	8.714055	8.031088334	10.27335	10.641848366	11.139554931	6.849181313	8.214166127	10.877704049	11.23605	11.802016059	8.136309363	9.402173299	10.289969536	7.301799	7.597259	8.031800558	4.393998	7.833261	7.446617518	10.22596	10.90296	7.720104	8.006682	9.031267	10.976067651	6.790716	7.01294804	10.18032	11.804293019	5.592617	10.64096	10.648976047	9.30133	8.562867368	11.21341	7.056257	9.261039	10.72113	6.588554	10.26098	7.695142757	9.711963847	10.711399539	6.527310661	10.85903	11.296929916	8.278630529	7.203226	10.84166	9.981403	7.258294092	6.5474444	6.172405532	7.590742115	8.107327716	11.06560753	8.407037	8.674283429	6.165215938	10.385367371	8.07752	6.277432239	9.728402	9.676841	11.84205	6.862207312	8.004456944	9.609955425	7.156758443	8.31724643	8.973491262	10.683239176	10.93332	8.161215754	9.114912	3.548579	11.360466481	9.869873	8.196526	9.848282	10.191886805	10.353961901	10.25272	6.901564108	7.713957	9.398048	6.994256962	10.583007353	6.077775	9.923296	7.700401701	8.482053	10.39259	10.523644679	7.816731	6.965969933	8.242916	7.768046	10.40867	10.47652	11.341151861	10.829536065	9.386287597	7.458417	6.520344	5.953351	7.351492603	7.197701	11.16935083	9.085210231	8.825771	7.648961081	8.765906955	11.37772	10.045231591	9.810678	10.692564159	9.016917497	9.935522	10.62326	9.611173	9.433999	5.400182	6.502431384	10.284562689	10.899289628	11.417517072	7.860566144	10.931853919	8.552086684	9.693022251	7.887374355	9.195225584
TRIM29	3.115726515	6.887668541	5.35185715	6.574721	5.132699	5.86822	0.7625299	5.622516368	0.61703	7.197099	5.660778	4.219944519	4.664352776	4.681531942	1.216328125	5.983382621	0.7544428	4.166216257	6.720436307	6.137702	6.223026338	7.509295	6.095793	7.459093	3.74888417	6.738773	2.106587	7.898118913	2.748545	5.16714	2.516586	0.620194711	2.390080608	6.890719	6.461955	1.990991	6.616338	2.16425682	6.214772	5.931970187	6.852673	0.175043154	5.552718	7.654048054	8.232031105	3.887900401	3.156167833	6.976405507	7.554404	7.818825699	1.448664381	7.081612203	6.317276415	0.1303978	2.883585	3.279825743	2.136825	2.343147	5.008694897	6.746124	7.433276	0.15926	5.319812	3.70064	7.668003439	5.378012	4.586614341	6.322816	6.659404448	5.350278	7.210808	6.844505026	4.173078	0.648681619	8.119325	4.563606	5.762869	7.602436	2.885977	6.311319	1.506368403	5.79987989	7.652035594	3.247566463	7.521204	4.972551204	5.115734834	3.426893	6.739365	6.172836	4.057045508	0.232356	2.805209498	2.816059461	2.812228059	8.217211278	1.553109	3.731169014	2.206471932	6.782343174	5.555075	3.225994653	5.9229	6.936867	8.013159	1.969448981	5.93504803	1.666768066	2.138554504	5.305453095	2.456177111	7.099717714	7.138592	5.552893762	2.081576	4.636744	6.941533924	6.569746	2.933886	6.496719	6.311866211	5.676634342	7.393417	0.057029045	1.538245	4.979715	5.185547293	5.977321381	4.134931	7.043092	4.917696939	3.190701	6.492096	7.567564019	3.634537	0.782131536	3.735787	0.3434142	6.472448	6.711236	6.34956864	5.719192599	5.393296293	3.369616	0.7595217	3.256336	0.207230613	3.340503	7.274946505	4.262853498	6.155652	0.483894986	4.318034281	8.016387	6.32548611	5.838636	6.316906378	5.768539356	5.922775	6.344873	6.619665	5.415207	0.05039498	5.291455469	6.559978928	7.565523369	6.521934711	1.037441403	5.825688657	3.697060561	6.252374262	3.279169309	0.354421556
